Module,Tech,Width,Target Freq,Delay,Area,L Power (nW),D energy (fJ)
priorityencoder,sky90,64,3003,0.332536,587.020011,97.483,33.852164800000004
priorityencoder,sky90,8,7517,0.132227,47.040001,18.57,10.2211471
mux4,tsmc28,8,5000,0.08076000000000001,15.12,51.529,1.6515420000000003
mux8,tsmc28,64,10780,0.092595,298.745999,1470.0,84.354045
shiftleft,sky90,64,2293,0.456764,3589.740062,2130.0,988.89406
add,tsmc28,64,7701,0.129836,338.436001,1530.0,123.863544
add,sky90,128,1924,0.5200039999999999,6312.180123,2420.0,2192.3368639999994
priorityencoder,tsmc28,128,12140,0.084415,335.790001,1110.0,46.090590000000006
add,sky90,8,3652,0.27337,245.000005,139.276,101.69364
csa,tsmc28,8,22871,0.042445,31.248001,240.54,13.442331499999998
comparator,tsmc28,16,14280,0.07251400000000001,61.992,277.523,16.3736612
flop,tsmc28,16,21942,0.048892,30.24,314.58,116.88610439999998
priorityencoder,sky90,16,6213,0.166629,185.220003,132.902,34.1922708
mux4,tsmc28,128,12287,0.081335,285.641997,1290.0,84.26306
mux2,sky90,64,3500,0.269006,453.740009,157.765,159.78956399999998
shiftleft,tsmc28,128,15000,0.14268999999999998,2370.311985,11900.0,1477.12688
mux4,sky90,64,3698,0.270352,875.140017,296.755,274.40727999999996
shiftleft,tsmc28,8,13969,0.07110899999999999,27.468,148.616,8.2913094
add,tsmc28,8,14349,0.070125,37.674,209.478,14.270437500000002
mux4,sky90,128,3231,0.309604,2019.780039,760.934,619.8272079999999
comparator,tsmc28,64,10010,0.09986300000000001,225.414001,913.668,51.729034000000006
csa,tsmc28,128,23368,0.042446,499.96801,3850.0,218.68179199999997
mux8,sky90,128,2737,0.37361300000000003,4183.620077,1520.0,872.0127420000001
priorityencoder,sky90,16,5641,0.17717999999999998,142.100003,78.715,24.68117399999999
mux8,tsmc28,32,11695,0.085374,168.21,815.694,46.35808200000001
mult,sky90,16,917,1.090457,6101.480106,2770.0,4877.614161
mux4,sky90,16,4359,0.228127,359.659999,419.781,99.91962600000001
flop,sky90,32,8046,0.114344,533.119995,518.516,1424.497552
add,sky90,16,3305,0.32682500000000003,772.240014,605.439,437.9455
comparator,tsmc28,128,10000,0.104577,536.004,2400.0,125.17866900000001
comparator,sky90,64,1000,0.968153,1008.42002,127.665,80.84077549999999
priorityencoder,sky90,32,2779,0.358663,252.840004,35.176,18.7580749
mux2,sky90,64,4474,0.244424,564.480008,225.034,208.98252
priorityencoder,sky90,32,4557,0.222684,389.060007,217.297,51.8185668
priorityencoder,tsmc28,64,5000,0.199836,68.292,191.082,9.532177199999998
mux8,tsmc28,16,15000,0.080116,104.58,505.292,31.966284000000005
mux2,tsmc28,16,19150,0.052219,15.75,88.448,5.1592372
shiftleft,tsmc28,16,1000,0.166466,43.722,137.066,2.20068052
mux2,sky90,64,3811,0.2621,458.640009,159.734,169.0545
flop,tsmc28,8,30000,0.048891000000000004,15.12,157.27,79.9270068
mux4,tsmc28,64,10000,0.09903100000000001,111.887999,417.29,35.453098000000004
flop,sky90,16,8396,0.114344,266.5599975,259.258,743.236
add,sky90,32,1000,0.991501,752.640015,108.261,193.34269500000002
priorityencoder,tsmc28,16,10000,0.09986,13.608,39.317,2.636304
priorityencoder,sky90,32,3262,0.305413,301.840006,59.21,29.502895799999997
priorityencoder,sky90,8,7210,0.12694000000000003,48.020001,27.514,9.761686000000003
priorityencoder,sky90,64,1000,0.995802,466.480009,42.972,27.7828758
mux8,sky90,64,2939,0.340855,2212.840042,758.342,464.92622
mux2,sky90,64,3780,0.26093500000000003,464.520009,160.416,167.78120500000003
mux2,sky90,16,10000,0.178052,163.660003,82.855,90.984572
add,sky90,8,3374,0.296183,237.160004,135.713,118.4732
mux8,tsmc28,8,20000,0.073585,65.268,294.855,20.75097
csa,sky90,64,5862,0.16921999999999998,2685.200052,1880.0,1305.1938599999996
mux4,sky90,8,12050,0.214647,155.820003,90.053,95.088621
mux4,tsmc28,64,13335,0.074779,136.961999,613.587,43.895272999999996
flop,tsmc28,32,5000,0.04889200000000002,60.4799995,629.161,53.282501600000025
shiftleft,sky90,32,2528,0.401006,1633.660028,1050.0,453.93879200000003
mux8,sky90,32,5000,0.318293,1328.880023,610.563,480.62243
mux8,sky90,128,745,1.238993,3199.700062,223.704,505.50914400000005
mux8,sky90,8,3358,0.29688000000000003,279.300005,100.754,54.32904
mux2,sky90,32,4775,0.205504,369.460007,247.031,131.933568
csa,tsmc28,128,5000,0.067577,274.175995,917.068,39.05950599999999
mux4,sky90,16,4096,0.241507,237.160005,79.796,71.1721129
mux2,tsmc28,8,27856,0.039864,11.466,61.225,3.5080319999999996
mux8,sky90,8,3504,0.28223,245.980005,76.481,48.68467499999999
priorityencoder,sky90,8,7515,0.13222599999999998,47.040001,18.57,10.221069799999999
mux2,tsmc28,16,18296,0.05357,15.246,84.024,4.965939
mux4,sky90,16,4714,0.230292,483.140009,324.67,136.332864
csa,tsmc28,32,20000,0.047873000000000006,116.928001,833.393,42.65484300000001
mux4,tsmc28,16,5000,0.10381800000000001,28.224,95.979,4.1631018
flop,tsmc28,32,19226,0.048892,60.4799995,629.157,204.7939204
csa,sky90,8,5862,0.168476,282.240005,197.88,142.193744
mux2,sky90,64,3290,0.289785,446.880009,124.22,152.42691000000002
flop,sky90,8,8046,0.114344,133.279999,129.629,356.26160079999994
flop,tsmc28,16,20286,0.048892,30.24,314.578,108.05131999999999
csa,tsmc28,128,1000,0.067577,274.175995,917.068,7.8119012
mux2,sky90,8,6164,0.188351,64.680001,21.541,22.4326041
mux4,tsmc28,64,13625,0.07338,142.001999,663.723,46.229400000000005
comparator,sky90,8,1000,0.767356,118.580002,17.625,10.62020704
mux2,tsmc28,16,1000,0.08560999999999996,14.49,74.123,0.4152084999999998
flop,sky90,32,16952,0.114344,533.119995,518.516,3001.4156559999997
mux8,sky90,128,3000,0.352578,4439.400085,1550.0,996.7380059999999
mux4,tsmc28,128,5000,0.195368,225.539998,875.821,68.574168
priorityencoder,sky90,64,4514,0.241626,876.120015,455.06,91.09300200000001
shiftleft,sky90,32,2000,0.498251,1005.48002,200.12,204.28291000000002
priorityencoder,sky90,16,5204,0.192138,115.640002,53.779,16.581509399999998
priorityencoder,sky90,128,3629,0.29115100000000005,1793.400033,746.947,160.13305000000003
priorityencoder,sky90,128,3150,0.317174,1637.58003,597.803,124.01503400000001
shiftleft,tsmc28,32,10370,0.101478,377.495999,1870.0,110.10363
mux2,tsmc28,32,17545,0.056642,30.366001,167.377,9.8443796
csa,tsmc28,128,15000,0.06424400000000001,274.175995,918.863,112.17002400000003
priorityencoder,tsmc28,16,20337,0.049093,18.522,62.2,3.4070542
mux8,sky90,16,3210,0.31120000000000003,895.720004,626.093,217.84
mult,tsmc28,64,10000,0.414733,18453.708023,128000.0,88056.11056
flop,sky90,32,8364,0.114344,533.119995,518.516,1480.8691440000002
mux2,sky90,16,3680,0.270277,119.560002,21.04,37.0549767
mux4,sky90,64,3551,0.299081,1049.58002,327.447,295.19294700000006
csa,sky90,32,6594,0.165362,1473.920029,878.519,694.5203999999999
shiftleft,sky90,8,4762,0.236337,252.840005,209.827,83.89963499999999
mult,sky90,8,3000,0.760725,2160.900039,1510.0,3393.5942250000003
csa,tsmc28,64,24362,0.040986,419.327999,3840.0,173.57571
add,sky90,8,3000,0.33194,196.000004,62.336,76.77772200000001
priorityencoder,sky90,8,6750,0.143145,51.940001,27.647,9.948577499999999
mux4,sky90,64,3000,0.327798,867.300017,244.717,230.44199400000002
add,sky90,32,2420,0.413219,1330.840024,582.809,520.65594
flop,sky90,64,8046,0.114344,1066.23999,1040.0,2848.88076
mux4,tsmc28,64,13915,0.071806,137.465999,648.086,45.59681
mux4,sky90,64,3489,0.29027200000000003,1076.04002,336.513,289.11091200000004
mult,sky90,64,658,1.549118,94424.961593,55600.0,102855.238728
mux8,sky90,32,9300,0.318294,1331.820023,624.984,894.724434
priorityencoder,sky90,64,2750,0.363018,600.740011,92.366,39.31484940000001
comparator,sky90,128,3000,0.34308299999999997,3056.620058,1270.0,457.32963899999993
mux2,sky90,32,3000,0.30095099999999997,223.440004,67.032,72.3787155
mult,tsmc28,8,5299,0.19476,533.484001,3980.0,362.83788
mux4,sky90,16,4123,0.242147,291.060006,99.813,71.9660884
mux4,sky90,8,4465,0.22174,122.500002,39.907,34.901876
priorityencoder,sky90,16,6361,0.166629,185.220003,132.902,35.258696400000005
flop,sky90,128,1000,0.114344,2132.4799805,2070.0,708.132392
flop,sky90,64,10495,0.114344,1066.23999,1040.0,3716.0656560000007
mult,sky90,16,1000,1.00493,7795.900143,5200.0,6776.242990000001
mux4,sky90,8,10242,0.214647,155.820003,90.053,80.707272
mux8,tsmc28,64,11000,0.090793,304.037999,1490.0,81.895286
shiftleft,tsmc28,8,10000,0.09206,15.876,52.724,4.78712
mux2,sky90,16,4320,0.22813,114.660002,39.664,41.770602999999994
add,sky90,16,1500,0.666209,349.860007,57.567,99.59824550000002
csa,sky90,8,1000,0.264181,117.599998,13.811,11.174856299999998
mux2,sky90,128,4000,0.249989,1274.980022,771.288,452.73007899999993
mux4,sky90,8,10443,0.21464699999999998,155.820003,90.053,82.209801
add,tsmc28,32,5000,0.18802200000000002,110.880001,525.638,37.6796088
mux2,sky90,32,5182,0.219041,237.160005,57.793,87.178318
comparator,sky90,128,2000,0.486496,2820.440054,453.463,266.599808
flop,tsmc28,8,19872,0.048892,15.12,157.268,52.935368399999994
mux8,tsmc28,16,13507,0.080504,88.956,425.327,25.439264
mux4,sky90,16,4808,0.255844,359.660007,120.182,90.82462
priorityencoder,tsmc28,8,1000,0.057810999999999946,4.284,14.558,0.04983308199999995
csa,tsmc28,8,15000,0.06424400000000001,17.136,57.429,7.047566800000001
mux4,sky90,64,3625,0.277633,1093.68002,343.331,292.06991600000003
add,sky90,64,2317,0.480821,2909.620057,1150.0,1164.5484620000002
flop,sky90,32,9795,0.114344,533.119995,518.516,1734.2554480000001
mux8,tsmc28,8,10000,0.097916,30.114,107.344,6.452664400000001
csa,tsmc28,128,26351,0.040226,838.655994,7830.0,369.47581
mux2,sky90,16,5000,0.202074,119.560002,32.354,39.2629782
mux4,tsmc28,32,14864,0.067223,81.143999,400.21,26.149747000000005
mux2,sky90,64,4087,0.246098,482.160008,124.422,156.51832800000003
mult,tsmc28,16,4131,0.257926,1955.772,14600.0,1769.114434
priorityencoder,sky90,32,3593,0.275536,251.860005,67.081,22.208201600000002
mult,sky90,8,1310,0.7631560000000001,2194.220041,1440.0,1420.996472
shiftleft,sky90,32,2581,0.391513,1663.06003,1070.0,456.895671
shiftleft,tsmc28,32,1000,0.27288,108.108,356.322,9.632663999999998
mux2,sky90,16,5279,0.20207399999999998,119.560002,32.354,41.425169999999994
priorityencoder,tsmc28,8,30692,0.032286,8.19,32.782,1.6627290000000001
comparator,tsmc28,8,1000,0.13802199999999998,14.994,49.297,0.47617589999999993
mult,sky90,8,1500,0.748007,2434.320046,1720.0,1887.969668
flop,tsmc28,64,40000,0.048892000000000005,120.959999,1260.0,852.0408840000001
comparator,sky90,128,3031,0.355621,2876.300054,1050.0,407.18604500000004
mux4,sky90,32,13120,0.26298699999999997,543.900011,212.404,509.40581899999995
mult,tsmc28,16,3819,0.261843,1634.472002,11800.0,1455.3233939999998
csa,tsmc28,32,10000,0.067577,68.543999,229.117,19.462176
mult,tsmc28,16,5000,0.257159,2071.818,15400.0,2270.9711290000005
mux8,sky90,16,3000,0.332521,472.360009,151.954,94.7352329
priorityencoder,sky90,32,5062,0.206283,382.200007,257.609,53.839863
csa,tsmc28,64,23865,0.040776,395.135998,3790.0,166.52918400000001
priorityencoder,tsmc28,128,12607,0.087156,290.304001,892.551,41.747724
mult,sky90,16,3000,1.003892,7911.540143,5600.0,21328.689431999996
mux8,tsmc28,32,10000,0.099791,141.245999,596.543,33.92894
mult,sky90,8,1417,0.772809,2220.68004,1480.0,1687.042047
priorityencoder,sky90,8,8163,0.127993,56.840001,37.422,12.197732899999998
comparator,tsmc28,32,11888,0.084116,145.782,659.808,36.338112
add,sky90,8,2772,0.358008,189.140004,65.562,81.62582399999998
csa,tsmc28,64,25854,0.040895,403.199997,3790.0,181.73738
mux8,tsmc28,64,10089,0.098844,321.551997,1330.0,75.714504
mux2,sky90,128,3760,0.265888,969.220019,329.927,334.75299199999995
mult,tsmc28,64,20000,0.41826399999999997,18170.838023,126000.0,173285.52040799998
mux2,sky90,8,5000,0.19934600000000002,59.780001,23.364,21.648975600000004
comparator,sky90,64,3709,0.325975,1349.460026,456.898,218.729225
mux8,tsmc28,16,12256,0.081543,121.841998,521.624,25.930674
mux8,sky90,64,2879,0.347125,2081.520039,830.635,451.2625
add,sky90,16,2868,0.34958900000000004,629.160012,327.984,289.459692
comparator,sky90,16,4098,0.245994,420.420007,284.157,87.81985799999998
flop,sky90,8,8200,0.114344,133.279999,129.629,363.05363439999996
mux2,sky90,16,4445,0.216402,114.660002,40.216,41.11638
priorityencoder,sky90,128,9142,0.298483,1775.760034,746.946,438.77001
mult,sky90,16,957,1.044805,6996.220129,4080.0,5647.171025
csa,sky90,128,6350,0.165361,5822.180113,3500.0,2827.507739
add,sky90,16,2407,0.41505800000000004,465.500009,129.875,167.26837400000002
shiftleft,tsmc28,16,12538,0.083813,138.851999,704.964,38.637792999999995
mult,tsmc28,64,2439,0.413999,18624.186033,131000.0,21368.558384999997
mux8,sky90,64,3329,0.345013,2303.000044,776.23,493.02357700000005
shiftleft,sky90,32,2796,0.385722,1639.540029,984.698,465.180732
csa,sky90,128,6228,0.165362,5394.900105,3210.0,2530.2039620000005
flop,tsmc28,8,5000,0.04889200000000002,15.12,157.269,13.296668320000007
priorityencoder,tsmc28,8,35000,0.032582,10.206,40.86,2.2448998000000002
add,sky90,16,1000,0.994731,318.500006,55.774,95.494176
priorityencoder,sky90,8,1000,0.476027,34.300001,2.489,2.036919533
mux8,sky90,128,2908,0.34838399999999997,4409.020085,1540.0,931.2304319999998
mux2,sky90,128,4421,0.25949900000000004,1281.840022,841.866,534.56794
flop,sky90,16,8571,0.114345,266.5599975,259.258,758.7934200000001
priorityencoder,sky90,64,4347,0.240908,890.820015,461.143,96.845016
csa,sky90,64,5984,0.165225,2469.600048,1440.0,1354.3493250000001
mult,sky90,64,1500,1.5638480000000001,98311.641652,63200.0,260978.08193600003
mux8,sky90,16,10000,0.286623,681.100006,314.569,441.68604300000004
mux8,sky90,16,3698,0.285527,599.760012,190.243,128.20162299999998
add,tsmc28,128,5000,0.199634,491.274002,2320.0,184.461816
priorityencoder,sky90,8,7675,0.125087,50.960001,24.761,10.257134
mux2,tsmc28,8,20000,0.049887,8.064,44.071,2.5492257
mult,sky90,32,763,1.310613,25200.700446,14900.0,24931.791099000002
comparator,tsmc28,8,45000,0.057464999999999995,38.682,206.667,28.100385
comparator,tsmc28,16,13423,0.074311,49.14,209.169,12.655163300000002
add,sky90,32,2472,0.40778499999999995,1371.020025,606.918,519.110305
priorityencoder,tsmc28,64,25000,0.073285,142.632001,441.682,34.517235
mux8,tsmc28,32,10000,0.099791,141.245999,596.543,33.92894
comparator,sky90,8,4829,0.206669,198.940004,136.459,48.567215
csa,sky90,8,5984,0.166714,306.740006,227.761,164.046576
shiftleft,tsmc28,64,8766,0.120035,1171.043997,6250.0,340.539295
add,tsmc28,8,13505,0.072995,32.76,175.834,12.796023500000002
mux4,tsmc28,8,5000,0.08076000000000001,15.12,51.529,1.6515420000000003
add,sky90,128,2463,0.519693,6673.800127,2720.0,3066.708393
flop,tsmc28,128,10000,0.048892000000000005,241.919998,2520.0,425.995996
csa,tsmc28,32,22871,0.042445,124.992002,962.249,53.523145
flop,sky90,64,5000,0.11434400000000002,1066.23999,1040.0,1770.5024960000003
flop,sky90,32,8746,0.114344,533.119995,518.516,1548.5607920000002
mux2,sky90,128,4504,0.259499,1281.840022,841.866,544.4289019999999
shiftleft,tsmc28,32,15000,0.10560900000000001,343.853999,1770.0,159.15276300000002
add,tsmc28,32,8848,0.112963,194.040002,998.32,81.898175
mux4,sky90,8,10041,0.214647,155.820003,90.053,79.204743
priorityencoder,tsmc28,64,15000,0.072539,152.334,494.057,21.761700000000005
priorityencoder,sky90,16,6001,0.16939500000000002,166.600002,113.104,29.305335000000003
mux2,sky90,16,6066,0.202074,119.560002,32.354,47.7500862
inv,tsmc28,1,40000,0.014172,0.252,1.005,0.058601219999999996
priorityencoder,sky90,16,4490,0.220156,104.860002,29.773,13.3854848
csa,sky90,32,6472,0.165362,1499.400029,862.282,678.314924
add,sky90,8,4000,0.282379,275.380005,166.741,155.30845000000002
mux8,tsmc28,16,1000,0.13324100000000005,55.314,209.842,1.3044293900000006
mult,sky90,128,514,1.948805,289359.703832,109000.0,263474.53839
mux2,sky90,128,3000,0.319145,891.800017,294.708,326.80448
mux4,sky90,8,3000,0.313589,116.620002,10.431,22.7665614
csa,tsmc28,32,10000,0.067577,68.543999,229.117,19.462176
mult,tsmc28,16,3975,0.25678900000000004,2099.79,15900.0,1793.6711650000002
mux2,sky90,16,5729,0.202074,119.560002,32.354,45.0422946
mult,tsmc28,16,10000,0.262212,1697.220001,12500.0,3959.4012
mux8,tsmc28,64,11220,0.092288,548.855998,2970.0,129.66464
priorityencoder,tsmc28,128,5000,0.19975,151.956,436.218,21.553025
comparator,tsmc28,16,1000,0.16839499999999996,29.736,97.953,1.1501378499999997
priorityencoder,sky90,32,3021,0.32882599999999995,283.220005,52.712,21.6038682
shiftleft,sky90,32,3000,0.374515,2057.020033,1600.0,674.127
shiftleft,sky90,32,2633,0.381175,1713.040029,1170.0,476.8499249999999
mux2,sky90,16,4908,0.20208900000000002,117.600002,32.354,38.6192079
mux4,sky90,16,4840,0.25584399999999996,359.660007,120.182,91.33630799999997
mux4,sky90,32,10000,0.26298699999999997,543.900011,212.404,388.43179899999996
mux2,tsmc28,64,20864,0.052896,84.167999,422.792,26.077727999999997
mux4,tsmc28,128,13089,0.07639599999999999,296.603997,1440.0,94.501852
mux2,sky90,16,4815,0.202073,119.560002,32.354,37.7674437
csa,sky90,16,1000,0.264181,235.199997,27.622,22.349712599999997
mux8,tsmc28,128,5000,0.19406900000000002,422.351997,1670.0,97.81077600000002
flop,tsmc28,32,30000,0.048891000000000004,60.4799995,629.162,319.5369087000001
mux2,tsmc28,8,10000,0.08170100000000001,7.56,38.026,1.9689941000000004
flop,sky90,8,9095,0.11434499999999999,133.279999,129.629,402.7116555
shiftleft,sky90,16,5000,0.303441,717.36001,509.475,327.412839
mux8,tsmc28,128,10891,0.097357,815.093988,3810.0,190.138221
comparator,tsmc28,64,9797,0.10206599999999999,213.191999,805.93,51.135065999999995
flop,sky90,128,9270,0.114344,2132.4799805,2070.0,6564.374696
priorityencoder,sky90,32,2900,0.341994,279.300005,53.647,20.930032800000003
priorityencoder,sky90,32,4654,0.214795,352.800007,178.57,40.57477550000001
mux8,tsmc28,128,1000,0.438596,411.137997,1430.0,46.7981932
mult,tsmc28,8,4779,0.20923699999999998,367.416001,2580.0,255.47837699999997
mult,sky90,32,500,1.995832,14478.520059,2290.0,6234.979168
flop,sky90,32,8856,0.114344,533.119995,518.516,1567.999272
mux8,tsmc28,32,20000,0.082084,168.587999,820.331,76.25603600000001
add,tsmc28,128,20000,0.134007,983.934008,4860.0,987.7655969999998
priorityencoder,sky90,32,4460,0.224168,317.520006,137.615,34.8132904
add,tsmc28,16,11068,0.090165,73.584,369.397,26.779005
shiftleft,tsmc28,128,7023,0.14238299999999998,1836.953994,8670.0,566.541957
mux8,sky90,128,2623,0.38114,3951.360076,1270.0,817.16416
add,tsmc28,64,9467,0.123938,417.564004,2000.0,179.09041
shiftleft,sky90,16,3153,0.316754,546.840011,299.663,126.7016
priorityencoder,sky90,64,2874,0.345452,586.040011,117.635,39.9687964
add,tsmc28,128,7210,0.138694,868.140006,4090.0,331.33996600000006
flop,sky90,64,7696,0.114345,1066.23999,1040.0,2725.0700400000005
comparator,sky90,16,4516,0.24525999999999998,430.220006,338.014,114.29115999999999
mux2,tsmc28,8,28449,0.039865000000000005,11.466,61.225,3.5838635000000005
priorityencoder,sky90,128,2944,0.339551,1468.040026,399.523,92.018321
mux8,tsmc28,8,14530,0.07174599999999999,114.281999,532.94,25.900305999999993
mux2,tsmc28,128,17271,0.058644,177.785999,958.338,51.372144
mux8,tsmc28,128,10037,0.099489,591.695996,2690.0,153.511527
mult,sky90,64,632,1.5822660000000002,86011.661365,42600.0,88845.818166
mux8,sky90,64,10000,0.34279800000000005,2548.980049,905.86,1707.1340400000004
mult,tsmc28,32,2973,0.33635600000000004,5141.430011,36900.0,5416.340668
mux4,sky90,16,4625,0.25438,329.280006,134.438,87.50672
priorityencoder,sky90,32,3142,0.31800700000000004,284.200006,48.073,20.098042400000004
mux8,sky90,8,3796,0.27002499999999996,316.540006,115.77,62.96982999999999
mult,tsmc28,16,20000,0.256602,1987.019999,14900.0,8690.853138
mux4,sky90,8,11246,0.214647,155.820003,90.053,88.649211
flop,tsmc28,32,5000,0.04889200000000002,60.4799995,629.161,53.282501600000025
csa,tsmc28,16,26351,0.040226,104.831999,978.516,46.340352
mux4,sky90,16,4392,0.224218,359.659999,419.855,99.104356
priorityencoder,sky90,64,2763,0.359788,603.680012,124.319,43.4264116
flop,tsmc28,128,19872,0.048892,241.919998,2520.0,846.4671959999998
mux8,tsmc28,64,10733,0.09302300000000001,298.997999,1480.0,84.09279200000002
mux2,sky90,32,5148,0.21904,237.160005,57.793,86.52080000000001
mux2,tsmc28,128,16594,0.060106,184.968,1150.0,58.603350000000006
csa,sky90,8,5740,0.166714,290.080006,207.654,143.040612
mux2,sky90,32,4851,0.205504,369.460007,247.031,134.19411200000002
comparator,tsmc28,8,10000,0.09890600000000001,19.782,91.167,4.8760658
mux8,tsmc28,32,1000,0.19088799999999995,105.713999,360.715,4.428601599999999
priorityencoder,sky90,8,7994,0.12495900000000001,60.760001,44.346,13.420596600000001
mult,sky90,32,2500,1.284115,29053.080518,21300.0,97288.40474499999
shiftleft,tsmc28,16,10000,0.09990500000000001,65.772,298.445,20.390610500000005
add,sky90,32,2000,0.498008,1061.340021,292.588,363.047832
shiftleft,tsmc28,8,10000,0.09206,15.876,52.724,4.78712
mux2,tsmc28,16,20299,0.052471000000000004,15.372,84.373,5.367783300000001
mux2,tsmc28,64,18160,0.054194,83.411999,419.592,23.032450000000004
flop,sky90,64,13561,0.114344,1066.23999,1040.0,4801.647591999999
comparator,sky90,32,3890,0.280418,745.780014,371.064,133.759386
csa,sky90,64,5740,0.166714,2320.640045,1650.0,1142.157614
mux4,sky90,64,3350,0.298387,1108.380021,403.862,310.620867
mux8,sky90,32,3000,0.333144,1255.380002,604.182,313.8216479999999
mult,tsmc28,8,4883,0.204771,389.844002,2700.0,262.721193
mux8,tsmc28,8,10000,0.097916,30.114,107.344,6.452664400000001
comparator,tsmc28,32,1000,0.21222300000000005,64.26,218.101,3.1833450000000005
mux8,sky90,64,3205,0.330758,2233.420042,836.819,517.305512
flop,sky90,16,8036,0.114344,266.5599975,259.258,711.4483680000001
shiftleft,sky90,16,3288,0.30390300000000003,618.380008,475.055,164.71542600000004
csa,tsmc28,128,24860,0.040492,838.655998,7720.0,349.56743600000004
mux8,sky90,32,3142,0.31755,1303.399993,667.502,355.0209
priorityencoder,tsmc28,64,20000,0.073634,136.962001,425.372,27.539116000000003
comparator,tsmc28,64,7826,0.127447,167.075999,585.912,40.528146
shiftleft,sky90,128,2060,0.538506,10222.380152,7230.0,3480.9027840000003
mux4,tsmc28,32,15775,0.066794,75.221999,360.596,24.980956000000003
mux4,sky90,64,5000,0.291781,1526.840029,832.078,509.74140700000004
mux8,tsmc28,64,11162,0.091148,613.241996,3300.0,129.88590000000002
mux2,sky90,16,4723,0.210947,117.600002,46.727,43.834786599999994
mux8,tsmc28,128,20000,0.094838,909.972002,4180.0,377.6449160000001
csa,sky90,128,6594,0.165362,5895.680115,3510.0,2778.90841
shiftleft,tsmc28,64,8104,0.123393,741.131999,3530.0,211.61899499999998
mux2,sky90,8,5830,0.18835100000000002,64.680001,21.541,21.208322600000002
mux4,tsmc28,16,20000,0.058395,59.597999,248.099,16.876155
mux2,sky90,32,5000,0.19989700000000002,374.360008,259.372,136.72954800000002
mux2,sky90,128,3680,0.270939,954.520018,237.607,305.890131
flop,tsmc28,8,5000,0.04889200000000002,15.12,157.269,13.296668320000007
mux8,sky90,64,2999,0.333451,2194.220042,693.108,451.826105
mux8,sky90,128,5000,0.38868,4565.820086,1500.0,1668.6032400000001
add,sky90,32,2678,0.401523,1551.340028,808.275,750.0449639999999
mult,tsmc28,64,2536,0.413199,18429.01203,129000.0,22167.713151
mux4,sky90,8,4370,0.227727,120.540002,34.353,33.521414400000005
mux2,tsmc28,8,30819,0.033745,16.758,114.743,5.675909
csa,tsmc28,64,26848,0.040227,419.327997,3910.0,188.222133
csa,tsmc28,64,30000,0.040226,403.199997,3790.0,204.18717599999997
mult,tsmc28,16,3585,0.278938,1195.866006,8100.0,1095.9474020000002
priorityencoder,sky90,8,7824,0.12626600000000002,49.980001,32.378,10.719983400000002
priorityencoder,sky90,128,3355,0.297943,1552.320028,520.812,115.30394100000001
mux4,tsmc28,128,15000,0.07592800000000001,400.175992,1530.0,112.60122400000003
flop,sky90,64,12431,0.114344,1066.23999,1040.0,4401.557935999999
mult,sky90,8,5000,0.7641009999999999,2352.000044,1740.0,6556.750680999999
mux2,sky90,64,3894,0.256226,475.300009,167.9,170.90274200000002
flop,sky90,32,7696,0.114345,533.119995,518.516,1362.5350200000003
shiftleft,sky90,128,1500,0.666044,5745.740111,1150.0,1234.1795319999999
add,sky90,8,5000,0.27294,335.160007,239.674,225.72138
mux4,sky90,64,3847,0.30364599999999997,1512.140028,861.823,480.975264
csa,tsmc28,16,15000,0.06424400000000001,34.271999,114.858,14.082284800000002
flop,tsmc28,128,30000,0.048891000000000004,241.919998,2520.0,1277.961849
mux2,sky90,16,3000,0.316914,117.600002,20.699,35.6211336
mux2,tsmc28,32,18261,0.055855999999999996,32.130001,171.146,10.0987648
flop,tsmc28,64,19458,0.048892,120.959999,1260.0,414.4574839999999
flop,sky90,32,8692,0.114344,533.119995,518.516,1538.841552
mux2,sky90,16,4000,0.237892,115.640002,38.479,40.1799588
flop,sky90,64,9270,0.114344,1066.23999,1040.0,3282.3588640000003
mux2,tsmc28,64,19319,0.052536000000000006,123.858,794.333,37.563240000000015
mult,tsmc28,8,5506,0.194578,617.652002,4640.0,439.74627999999996
mux8,sky90,32,3330,0.321569,1068.20002,336.387,237.63949100000005
mux2,sky90,128,4320,0.258708,1099.560018,533.373,433.3359
csa,tsmc28,16,23368,0.042446,62.496001,481.11,27.420115999999997
mux2,sky90,16,5076,0.20207399999999998,119.560002,32.354,39.869200199999995
mux2,tsmc28,64,17773,0.055664000000000005,83.033999,417.316,23.10056
shiftleft,tsmc28,8,20000,0.065862,51.282,375.961,23.183424000000002
flop,tsmc28,64,5000,0.04889200000000002,120.959999,1260.0,106.51611120000004
priorityencoder,sky90,64,3364,0.295878,678.160013,160.526,44.6479902
shiftleft,tsmc28,32,9979,0.10243999999999999,306.179999,1540.0,91.88867999999998
priorityencoder,tsmc28,64,12683,0.078837,101.556,290.415,12.7164081
mux2,sky90,8,6558,0.18835200000000002,63.700001,21.541,23.864198400000006
flop,sky90,8,9270,0.114344,133.279999,129.629,410.4263536
add,sky90,128,2362,0.565443,6122.060119,2230.0,2902.418919
shiftleft,tsmc28,32,9783,0.105024,371.825999,1780.0,105.75916800000002
mux8,sky90,16,3489,0.287855,649.740012,329.741,145.65463
mux2,sky90,16,3760,0.263837,113.680002,32.455,38.5729694
priorityencoder,sky90,8,8314,0.125212,62.720001,47.365,14.524591999999998
